git_sha,seed,model_tier,position_mode,k_storage_mode,logical_offset_policy,stage,layer_id,native_context,logical_context,position_capacity,overlap_fraction,routing_chunk_size,materialization_budget,maximum_native_operation,dense_counterfactual_tokens,processed_tokens,encoding_cost_ratio,native_k_rmse,native_k_cosine
64f7cdf89b55d960cc96e43006c1705b98ec47e9,1,small,rope,post_position,source_relative,offset_overlap_50,2,32,128,,0.5,32,160,32,128,176,1.375,0.189288929104805,0.9662805795669556
64f7cdf89b55d960cc96e43006c1705b98ec47e9,1,small,rope,post_position,source_relative,offset_overlap_50,3,32,128,,0.5,32,160,32,128,176,1.375,0.23780710995197296,0.9413591623306274
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,reset,reset,0,32,128,,0.0,32,160,32,128,128,1.0,0.5497744679450989,0.6198087930679321
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,reset,reset,1,32,128,,0.0,32,160,32,128,128,1.0,0.5700101852416992,0.6020137071609497
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,reset,reset,2,32,128,,0.0,32,160,32,128,128,1.0,0.6350735425949097,0.5881245136260986
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,reset,reset,3,32,128,,0.0,32,160,32,128,128,1.0,0.7350783944129944,0.5249084234237671
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset,0,32,128,,0.0,32,160,32,128,128,1.0,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset,1,32,128,,0.0,32,160,32,128,128,1.0,0.09953073412179947,0.9869585037231445
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset,2,32,128,,0.0,32,160,32,128,128,1.0,0.19002196192741394,0.9590374231338501
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset,3,32,128,,0.0,32,160,32,128,128,1.0,0.2918950617313385,0.9137375950813293
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset_overlap_25,0,32,128,,0.25,32,160,32,128,152,1.1875,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset_overlap_25,1,32,128,,0.25,32,160,32,128,152,1.1875,0.06762902438640594,0.9944018125534058
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset_overlap_25,2,32,128,,0.25,32,160,32,128,152,1.1875,0.16591396927833557,0.9700876474380493
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset_overlap_25,3,32,128,,0.25,32,160,32,128,152,1.1875,0.25027215480804443,0.9399632811546326
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset_overlap_50,0,32,128,,0.5,32,160,32,128,176,1.375,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset_overlap_50,1,32,128,,0.5,32,160,32,128,176,1.375,0.07127932459115982,0.9937174916267395
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset_overlap_50,2,32,128,,0.5,32,160,32,128,176,1.375,0.24123235046863556,0.9361138343811035
64f7cdf89b55d960cc96e43006c1705b98ec47e9,7,small,rope,post_position,source_relative,offset_overlap_50,3,32,128,,0.5,32,160,32,128,176,1.375,0.4104185700416565,0.8369522094726562
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,reset,reset,0,32,128,,0.0,32,160,32,128,128,1.0,0.5538840293884277,0.6188421249389648
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,reset,reset,1,32,128,,0.0,32,160,32,128,128,1.0,0.569737434387207,0.5871003270149231
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,reset,reset,2,32,128,,0.0,32,160,32,128,128,1.0,0.6157692670822144,0.5874843597412109
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,reset,reset,3,32,128,,0.0,32,160,32,128,128,1.0,0.7234125137329102,0.5994895100593567
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset,0,32,128,,0.0,32,160,32,128,128,1.0,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset,1,32,128,,0.0,32,160,32,128,128,1.0,0.11953634023666382,0.9828463792800903
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset,2,32,128,,0.0,32,160,32,128,128,1.0,0.24762184917926788,0.9343438148498535
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset,3,32,128,,0.0,32,160,32,128,128,1.0,0.4265860617160797,0.8663753271102905
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset_overlap_25,0,32,128,,0.25,32,160,32,128,152,1.1875,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset_overlap_25,1,32,128,,0.25,32,160,32,128,152,1.1875,0.1062183752655983,0.9863702058792114
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset_overlap_25,2,32,128,,0.25,32,160,32,128,152,1.1875,0.24660147726535797,0.9363199472427368
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset_overlap_25,3,32,128,,0.25,32,160,32,128,152,1.1875,0.42565232515335083,0.8635059595108032
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset_overlap_50,0,32,128,,0.5,32,160,32,128,176,1.375,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset_overlap_50,1,32,128,,0.5,32,160,32,128,176,1.375,0.05853128805756569,0.9962774515151978
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset_overlap_50,2,32,128,,0.5,32,160,32,128,176,1.375,0.079262375831604,0.9931590557098389
64f7cdf89b55d960cc96e43006c1705b98ec47e9,21,small,rope,post_position,source_relative,offset_overlap_50,3,32,128,,0.5,32,160,32,128,176,1.375,0.2067611813545227,0.9635162353515625
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,reset,reset,0,32,128,,0.0,32,160,32,128,128,1.0,0.5260486006736755,0.6199429035186768
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,reset,reset,1,32,128,,0.0,32,160,32,128,128,1.0,0.5795511603355408,0.5935113430023193
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,reset,reset,2,32,128,,0.0,32,160,32,128,128,1.0,0.6816916465759277,0.5282971262931824
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,reset,reset,3,32,128,,0.0,32,160,32,128,128,1.0,0.924487829208374,0.4077421724796295
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset,0,32,128,,0.0,32,160,32,128,128,1.0,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset,1,32,128,,0.0,32,160,32,128,128,1.0,0.17557740211486816,0.9682126045227051
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset,2,32,128,,0.0,32,160,32,128,128,1.0,0.40920448303222656,0.8392466306686401
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset,3,32,128,,0.0,32,160,32,128,128,1.0,0.6995987296104431,0.6772581338882446
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset_overlap_25,0,32,128,,0.25,32,160,32,128,152,1.1875,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset_overlap_25,1,32,128,,0.25,32,160,32,128,152,1.1875,0.12854169309139252,0.9852299690246582
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset_overlap_25,2,32,128,,0.25,32,160,32,128,152,1.1875,0.2073858678340912,0.9588080048561096
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset_overlap_25,3,32,128,,0.25,32,160,32,128,152,1.1875,0.3140696585178375,0.9287219643592834
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset_overlap_50,0,32,128,,0.5,32,160,32,128,176,1.375,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset_overlap_50,1,32,128,,0.5,32,160,32,128,176,1.375,0.09677565097808838,0.99275141954422
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset_overlap_50,2,32,128,,0.5,32,160,32,128,176,1.375,0.22084340453147888,0.9492781758308411
64f7cdf89b55d960cc96e43006c1705b98ec47e9,42,small,rope,post_position,source_relative,offset_overlap_50,3,32,128,,0.5,32,160,32,128,176,1.375,0.47471657395362854,0.8374342322349548
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,reset,reset,0,32,128,,0.0,32,160,32,128,128,1.0,0.6038556098937988,0.6115766763687134
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,reset,reset,1,32,128,,0.0,32,160,32,128,128,1.0,0.5771842002868652,0.6044521331787109
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,reset,reset,2,32,128,,0.0,32,160,32,128,128,1.0,0.6313629150390625,0.5773859620094299
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,reset,reset,3,32,128,,0.0,32,160,32,128,128,1.0,0.6883952021598816,0.573081374168396
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset,0,32,128,,0.0,32,160,32,128,128,1.0,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset,1,32,128,,0.0,32,160,32,128,128,1.0,0.10552332550287247,0.9884722232818604
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset,2,32,128,,0.0,32,160,32,128,128,1.0,0.205055832862854,0.9584195017814636
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset,3,32,128,,0.0,32,160,32,128,128,1.0,0.27977102994918823,0.9319919347763062
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset_overlap_25,0,32,128,,0.25,32,160,32,128,152,1.1875,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset_overlap_25,1,32,128,,0.25,32,160,32,128,152,1.1875,0.0716979056596756,0.9939947128295898
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset_overlap_25,2,32,128,,0.25,32,160,32,128,152,1.1875,0.14705215394496918,0.9751272201538086
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset_overlap_25,3,32,128,,0.25,32,160,32,128,152,1.1875,0.19657981395721436,0.9612399935722351
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset_overlap_50,0,32,128,,0.5,32,160,32,128,176,1.375,0.0,1.0
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset_overlap_50,1,32,128,,0.5,32,160,32,128,176,1.375,0.05369943752884865,0.9970400333404541
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset_overlap_50,2,32,128,,0.5,32,160,32,128,176,1.375,0.10713256895542145,0.9876171350479126
64f7cdf89b55d960cc96e43006c1705b98ec47e9,87,small,rope,post_position,source_relative,offset_overlap_50,3,32,128,,0.5,32,160,32,128,176,1.375,0.1653720885515213,0.9744290113449097
